	nn	opentime	price	volume	numtrade	minper	maxper	RSI	MA2_1_perc	MA2_2_perc	MA1d30_perc	Lev24hMAX_perc	Lev24hMIN_perc	Lev7dMAX_perc	Lev7dMIN_perc
182	182.0	0.1042	0.0005075	83391.0	137.0	-0.91	0.4	0.4816	0.1635	0.1173	12.1731	7.5862	-1.8798	7.5862	-14.2837
183	183.0	0.1146	0.00050948	22698.0	56.0	-1.29	0.01	0.5539	-0.2431	-0.227	11.7372	7.1681	-2.2611	7.1681	-14.6169
184	184.0	0.125	0.00050776	27982.0	92.0	-0.96	0.16	0.4853	0.0074	0.1397	12.1157	7.5311	-1.93	7.5311	-14.3276
185	185.0	0.1354	0.00050487	46782.0	120.0	-0.48	0.7	0.3905	0.4531	0.7046	12.7575	8.1467	-1.3687	8.1467	-13.8372
186	186.0	0.1458	0.00050495	11160.0	53.0	-0.89	0.69	0.3943	0.3953	0.6732	12.7396	8.1295	-1.3843	8.1295	-13.8509
187	187.0	0.1562	0.0005045	90742.0	98.0	-0.89	0.78	0.3787	0.4747	0.7148	12.8402	8.226	-1.2963	8.226	-13.774
188	188.0	0.1667	0.00050625	23728.0	54.0	-1.63	0.43	0.4732	0.1215	0.312	12.4501	7.8519	-1.6375	7.8519	-14.0721
189	189.0	0.1771	0.0005059	41889.0	50.0	-1.56	0.5	0.457	0.0991	0.2879	12.5279	7.454	-1.5695	7.9265	-14.0127
190	190.0	0.1875	0.00050645	16635.0	45.0	-1.67	0.39	0.489	-0.0355	0.1298	12.4057	7.3373	-1.6764	7.8093	-14.106
191	191.0	0.1979	0.00050697	5976.0	27.0	-1.77	0.28	0.5203	-0.2	-0.03	12.2904	7.2273	-1.7772	7.6987	-14.1941
192	192.0	0.2083	0.00050686	40909.0	95.0	-1.75	0.31	0.5126	-0.2005	-0.0495	12.3148	7.2505	-1.7559	7.7221	-14.1755
193	193.0	0.2188	0.00050429	77664.0	105.0	-1.44	0.32	0.3647	0.2937	0.4289	12.8322	6.9286	-1.2552	8.271	-13.7381
194	194.0	0.2292	0.000505	33811.0	96.0	-1.58	0.08	0.4187	0.154	0.2888	12.6736	6.7782	-1.3941	8.1188	-13.8594
195	195.0	0.2396	0.00050247	68593.0	129.0	-3.27	0.3	0.3093	0.6077	0.7405	13.2409	7.3159	-0.8976	8.6632	-13.4257
196	196.0	0.25	0.00050075	25456.0	49.0	-2.94	0.26	0.2562	0.816	0.9685	13.6299	7.6845	-0.5572	9.0364	-13.1283
197	197.0	0.2604	0.00050144	81797.0	176.0	-3.07	0.0	0.3115	0.5661	0.749	13.4735	7.5363	-0.8835	8.8864	-13.2478
198	198.0	0.2708	0.00049998	20224.0	56.0	-2.79	0.18	0.2632	0.698	0.9166	13.8049	7.8503	-0.594	9.2044	-12.9945
199	199.0	0.2812	0.00050038	13450.0	54.0	-2.86	0.07	0.298	0.4529	0.7376	13.7139	7.7641	-0.6735	9.1171	-13.0641
200	200.0	0.2917	0.0004989	27538.0	56.0	-2.58	0.35	0.2475	0.5515	0.9566	14.0512	8.0838	-0.3788	9.4408	-12.8062
201	201.0	0.3021	0.00049952	15855.0	36.0	-2.7	0.23	0.3051	0.3073	0.7589	13.9097	6.5062	-2.6966	9.3049	-12.9144
202	202.0	0.3125	0.00049951	26183.0	102.0	-2.69	0.23	0.3046	0.1719	0.6943	13.912	6.5084	-2.6946	9.3071	-12.9127
203	203.0	0.3229	0.00049863	40036.0	83.0	-2.52	0.41	0.2655	0.2524	0.7701	14.113	6.6963	-2.5229	9.5	-12.759
204	204.0	0.3333	0.00049871	260744.0	177.0	-2.54	0.32	0.2753	0.1852	0.6578	14.0947	6.6792	-2.5385	9.4825	-12.773
205	205.0	0.3438	0.00049104	171107.0	409.0	-0.43	2.1	0.11	1.4854	2.0209	15.8768	8.3456	-1.0162	11.1926	-11.4105
206	206.0	0.3542	0.00049383	46299.0	90.0	-0.81	1.6	0.2908	0.7563	1.2671	15.2222	7.7334	-1.5754	10.5644	-11.911
207	207.0	0.3646	0.00049344	70216.0	101.0	-0.29	1.68	0.2814	0.6602	1.1658	15.3132	7.8186	-1.4976	10.6518	-11.8414
208	208.0	0.375	0.00049569	41449.0	105.0	-0.65	1.22	0.409	0.1223	0.591	14.7898	7.3292	-1.9448	10.1495	-12.2415
209	209.0	0.3854	0.00049513	23748.0	75.0	-0.19	1.33	0.3889	0.1247	0.5718	14.9197	7.4506	-1.8339	10.2741	-12.1423
210	210.0	0.3958	0.00049615	26577.0	68.0	-0.29	1.12	0.4466	-0.1658	0.2802	14.6834	7.2297	-2.0357	10.0474	-12.3229
211	211.0	0.4062	0.00049785	21434.0	63.0	-0.63	0.78	0.5324	-0.5263	-0.1011	14.2918	6.8635	-2.3702	9.6716	-12.6223
212	212.0	0.4167	0.00049655	60322.0	136.0	-0.37	1.04	0.4677	-0.3202	0.0948	14.591	7.1433	-2.1146	9.9587	-12.3935
213	213.0	0.4271	0.00049661	45761.0	100.0	-0.68	1.03	0.4711	-0.1921	0.0375	14.5772	6.19	-2.1264	9.9454	-12.4041
214	214.0	0.4375	0.00049897	15951.0	81.0	-1.15	0.55	0.5926	-0.5354	-0.4545	14.0352	5.6877	-2.5893	9.4254	-12.8184
215	215.0	0.4479	0.00050128	15167.0	55.0	-1.6	0.09	0.6773	-0.7982	-0.8816	13.5097	5.2007	-3.0382	8.9212	-13.2202
216	216.0	0.4583	0.00050005	36299.0	69.0	-1.75	0.28	0.5999	-0.4452	-0.6307	13.789	5.4595	-2.7997	9.1891	-13.0067
217	217.0	0.4688	0.00050016	65040.0	64.0	-1.78	0.23	0.6046	-0.3414	-0.6439	13.7639	4.8125	-2.8211	9.1651	-13.0258
218	218.0	0.4792	0.00049811	16048.0	77.0	-1.37	0.17	0.4812	0.1179	-0.242	14.2321	5.2438	-2.4212	9.6143	-12.6679
219	219.0	0.4896	0.0004963	18274.0	45.0	-1.01	0.75	0.3977	0.444	0.0895	14.6487	5.6276	-2.0653	10.0141	-12.3494
220	220.0	0.5	0.00049612	18247.0	48.0	-0.98	0.78	0.3898	0.4696	0.194	14.6903	5.666	-2.0298	10.054	-12.3176
221	221.0	0.5104	0.00049677	7513.0	47.0	-1.11	0.65	0.4367	0.3422	0.1024	14.5403	5.1795	-2.1579	9.91	-12.4323
222	222.0	0.5208	0.00049788	40718.0	103.0	-1.33	0.43	0.5114	0.0911	-0.0613	14.2849	4.945	-2.3761	9.665	-12.6275
223	223.0	0.5312	0.00049747	21040.0	35.0	-1.24	0.51	0.4838	0.0779	0.0449	14.3791	5.0315	-2.2956	9.7554	-12.5555
224	224.0	0.5417	0.00049579	21879.0	57.0	-0.91	0.85	0.3844	0.3096	0.3928	14.7667	5.3874	-1.9645	10.1273	-12.2592
225	225.0	0.5521	0.0004955	33357.0	111.0	-0.85	0.91	0.3691	0.2508	0.4428	14.8338	5.445	-1.9072	10.1917	-12.2079
226	226.0	0.5625	0.0004958	57423.0	95.0	-0.54	0.85	0.398	0.1319	0.3544	14.7644	5.3812	-1.9665	10.1251	-12.261
227	227.0	0.5729	0.00049792	32669.0	64.0	-0.97	0.42	0.5629	-0.2538	-0.0545	14.2757	4.9325	-2.3839	9.6562	-12.6346
228	228.0	0.5833	0.00049812	28242.0	63.0	-1.21	0.38	0.5757	-0.2437	-0.0744	14.2298	4.8904	-2.4231	9.6121	-12.6696
229	229.0	0.5938	0.00049663	21603.0	51.0	-1.13	0.47	0.4589	0.0521	0.194	14.5726	5.2051	-2.1304	9.941	-12.4076
230	230.0	0.6042	0.000497	34933.0	65.0	-1.21	0.39	0.489	-0.0445	0.062	14.4873	5.1268	-2.2032	9.8592	-12.4728
231	231.0	0.6146	0.00049778	8939.0	39.0	-1.36	0.23	0.5503	-0.1934	-0.1252	14.3079	4.962	-2.3565	9.687	-12.61
232	232.0	0.625	0.00049672	4180.0	30.0	-1.15	0.0	0.4623	0.043	0.0417	14.5518	5.186	-2.1481	9.9211	-12.4235
233	233.0	0.6354	0.0004958	35230.0	65.0	-0.97	0.19	0.3979	0.2362	0.1963	14.7644	5.119	-1.9665	10.1251	-12.261
234	234.0	0.6458	0.000496	30117.0	69.0	-1.01	0.28	0.4184	0.2009	0.1519	14.7181	5.0766	-2.006	10.0806	-12.2964
235	235.0	0.6562	0.0004946	51991.0	71.0	-0.73	1.21	0.3272	0.4006	0.4149	15.0428	5.374	-1.7287	10.3922	-12.0481
236	236.0	0.6667	0.0004939	37241.0	58.0	-0.59	1.35	0.2903	0.4361	0.5185	15.2058	5.5234	-1.5894	10.5487	-11.9235
237	237.0	0.6771	0.00049385	14009.0	51.0	-0.58	1.36	0.2876	0.3759	0.4742	15.2175	4.311	-1.5794	10.5599	-11.9145
238	238.0	0.6875	0.0004921	25731.0	60.0	-0.22	1.72	0.2083	0.6084	0.7588	15.6272	4.682	-1.2294	10.9531	-11.6013
239	239.0	0.6979	0.0004925	21132.0	51.0	-0.1	1.64	0.2625	0.3926	0.6324	15.5333	4.597	-1.3096	10.8629	-11.6731
240	240.0	0.7083	0.00049264	17896.0	51.0	-0.06	2.58	0.2826	0.2606	0.5651	15.5005	4.5672	-1.3377	10.8314	-11.6982
241	241.0	0.7188	0.00049593	19362.0	62.0	-0.62	2.14	0.589	-0.4013	-0.1003	14.7343	3.6457	-1.9922	10.0962	-12.284
242	242.0	0.7292	0.00049634	9270.0	40.0	-0.7	2.47	0.613	-0.475	-0.204	14.6395	3.5601	-2.0732	10.0052	-12.3564
243	243.0	0.7396	0.0004963	38194.0	66.0	-0.69	2.47	0.609	-0.4241	-0.2204	14.6487	3.5684	-2.0653	10.0141	-12.3494
244	244.0	0.75	0.00049736	36704.0	99.0	-0.9	3.3	0.6753	-0.5494	-0.4233	14.4044	3.3477	-2.274	9.7796	-12.5362
245	245.0	0.7604	0.00049871	61932.0	93.0	-1.17	4.17	0.7407	-0.6968	-0.67	14.0947	3.0679	-2.5385	9.4825	-12.773
246	246.0	0.7708	0.0004989	146703.0	163.0	-1.21	4.13	0.749	-0.5642	-0.6929	14.0512	3.0287	-2.5757	9.4408	-12.8062
247	247.0	0.7812	0.00049677	75004.0	205.0	-0.79	4.57	0.528	-0.0304	-0.2664	14.5403	3.4704	-2.1579	9.91	-12.4323
248	248.0	0.7917	0.00049878	110594.0	184.0	-1.07	4.15	0.6437	-0.2794	-0.6285	14.0787	3.0535	-2.5522	9.4671	-12.7852
249	249.0	0.8021	0.00049874	79179.0	261.0	-0.0	4.16	0.6401	-0.201	-0.5839	14.0878	4.1605	-2.5444	9.4759	-12.7782
250	250.0	0.8125	0.00050384	112990.0	176.0	-0.23	3.11	0.8046	-1.0251	-1.4679	12.933	3.1061	-3.5309	8.3677	-13.6611
251	251.0	0.8229	0.000505	188755.0	321.0	-0.46	2.87	0.8257	-1.0371	-1.5477	12.6736	2.8693	-3.7525	8.1188	-13.8594
252	252.0	0.8333	0.00050391	45224.0	156.0	-0.28	3.09	0.7382	-0.6606	-1.2017	12.9173	3.0918	-3.5443	8.3527	-13.6731
253	253.0	0.8438	0.00050843	101611.0	264.0	-1.66	2.18	0.827	-1.3048	-1.8659	11.9135	2.1753	-4.4018	7.3894	-14.4405
254	254.0	0.8542	0.00051316	132569.0	311.0	-2.91	1.23	0.8776	-1.8671	-2.502	10.8819	1.2335	-5.283	6.3996	-15.2292
255	255.0	0.8646	0.00051916	66329.0	196.0	-4.03	0.05	0.9146	-2.4622	-3.2883	9.6004	0.0636	-6.3776	5.1699	-16.2089
256	256.0	0.875	0.0005127	19658.0	69.0	-2.82	0.07	0.6629	-0.8938	-1.8516	10.9814	1.3244	-5.198	6.495	-15.1531
257	257.0	0.8854	0.00051166	81850.0	113.0	-2.62	0.18	0.6303	-0.3767	-1.4525	11.207	1.5303	-5.0053	6.7115	-14.9807
258	258.0	0.8958	0.00050899	91223.0	184.0	-2.11	0.13	0.5494	0.2724	-0.7694	11.7903	2.0629	-4.507	7.2713	-14.5347
259	259.0	0.9062	0.00050699	20862.0	79.0	-1.73	0.14	0.494	0.717	-0.2513	12.2313	2.4655	-4.1303	7.6944	-14.1975
260	260.0	0.9167	0.00050687	50791.0	87.0	-1.7	0.0	0.4906	0.8138	-0.1203	12.2579	2.4898	-4.1076	7.7199	-14.1772
261	261.0	0.9271	0.00050396	61076.0	99.0	-1.14	0.22	0.4094	1.2851	0.5233	12.9061	3.0816	-3.5539	8.3419	-13.6816
262	262.0	0.9375	0.00050247	127876.0	164.0	-0.84	0.43	0.3726	1.3195	0.897	13.2409	3.3873	-3.2679	8.6632	-13.4257
263	263.0	0.9479	0.00050226	76405.0	135.0	-0.8	0.27	0.3671	0.9412	0.9854	13.2883	3.4305	-3.2274	8.7086	-13.3895
264	264.0	0.9583	0.00050092	6845.0	49.0	-0.25	0.67	0.3312	0.9173	1.2846	13.5913	3.7072	-2.9685	8.9994	-13.1578
265	265.0	0.9688	0.00050126	10622.0	53.0	-0.32	0.67	0.35	0.5895	1.1816	13.5143	3.6368	-3.0344	8.9255	-13.2167
266	266.0	0.9792	0.00050031	52946.0	88.0	-0.13	0.86	0.3206	0.5637	1.3112	13.7298	3.8336	-2.8502	9.1323	-13.0519
267	267.0	0.9896	0.00050242	25306.0	56.0	-0.45	0.44	0.4421	0.0276	0.8659	13.2522	3.3976	-3.2582	8.674	-13.4171
268	268.0	0.0	0.00050249	16796.0	47.0	-0.57	0.43	0.446	-0.0953	0.7731	13.2364	3.3832	-3.2717	8.6589	-13.4291
269	269.0	0.0104	0.00050211	107376.0	99.0	-0.49	0.5	0.4274	-0.0657	0.7026	13.3221	3.4614	-3.1985	8.7411	-13.3636
270	270.0	0.0208	0.00050239	88834.0	76.0	-0.6	0.45	0.4472	-0.1234	0.424	13.259	3.4037	-3.2525	8.6805	-13.4119
271	271.0	0.0312	0.0005012	115016.0	139.0	-0.94	0.68	0.3817	0.0873	0.5094	13.5279	3.6492	-3.0227	8.9385	-13.2063
272	272.0	0.0417	0.00050277	17246.0	48.0	-1.25	0.37	0.4955	-0.1793	0.0777	13.1734	3.3256	-3.3256	8.5984	-13.4773
273	273.0	0.0521	0.00050316	16198.0	76.0	-1.33	0.29	0.521	-0.2094	-0.0771	13.0856	3.2455	-3.4005	8.5142	-13.5444
274	274.0	0.0625	0.0005043	48012.0	129.0	-1.55	0.07	0.5916	-0.3361	-0.3386	12.83	3.0121	-3.6189	8.2689	-13.7398
275	275.0	0.0729	0.00050052	75194.0	128.0	-0.81	0.5	0.3769	0.3691	0.3295	13.6821	3.7901	-2.891	9.0865	-13.0884
276	276.0	0.0833	0.00050232	12648.0	42.0	-1.16	0.08	0.4814	0.0052	-0.0518	13.2747	3.4181	-3.239	8.6957	-13.3998
277	277.0	0.0938	0.00050137	68459.0	108.0	-0.98	0.27	0.4363	0.1763	0.123	13.4894	3.6141	-3.0556	8.9016	-13.2357
278	278.0	0.1042	0.00050119	58126.0	85.0	-1.15	0.31	0.4275	0.1823	0.1447	13.5301	3.6513	-3.0208	8.9407	-13.2046
279	279.0	0.1146	0.00050178	9593.0	54.0	-1.28	0.19	0.4687	0.079	0.0384	13.3966	3.5294	-3.1348	8.8126	-13.3066
280	280.0	0.125	0.0005015	57577.0	140.0	-1.22	0.25	0.4507	0.1032	0.0974	13.46	3.5872	-3.0808	8.8734	-13.2582
281	281.0	0.1354	0.00050096	16292.0	68.0	-1.12	0.35	0.415	0.1562	0.214	13.5823	3.6989	-2.9763	8.9907	-13.1647
282	282.0	0.1458	0.00050053	22551.0	48.0	-1.03	0.22	0.3865	0.1481	0.2749	13.6798	3.788	-2.8929	9.0844	-13.0901
283	283.0	0.1562	0.0005003	21170.0	34.0	-0.99	0.11	0.3706	0.1886	0.2918	13.7321	3.8357	-2.8483	9.1345	-13.0502
284	284.0	0.1667	0.00049879	9009.0	80.0	-0.99	0.21	0.2819	0.4035	0.5511	14.0764	4.15	-2.5542	9.4649	-12.7869
285	285.0	0.1771	0.00049775	1783.0	44.0	-0.84	0.29	0.2364	0.5224	0.699	14.3147	4.3677	-2.3506	9.6936	-12.6047
286	286.0	0.1875	0.00049765	21582.0	34.0	-0.82	0.31	0.2322	0.4536	0.6717	14.3377	4.3886	-2.331	9.7157	-12.5872
287	287.0	0.1979	0.00049787	11743.0	86.0	-0.87	0.27	0.2657	0.3111	0.5616	14.2872	4.3425	-2.3741	9.6672	-12.6258
288	288.0	0.2083	0.00049574	15066.0	79.0	-0.44	0.7	0.178	0.5968	0.8939	14.7782	4.7908	-1.9547	10.1384	-12.2504
289	289.0	0.2188	0.00049874	39253.0	71.0	-1.04	0.07	0.4671	-0.0639	0.2127	13.6185	4.1605	-2.5444	9.4759	-12.7782
290	290.0	0.2292	0.00049801	32627.0	61.0	-0.9	0.11	0.4247	0.0193	0.326	13.7851	4.3132	-2.4016	9.6364	-12.6503
291	291.0	0.2396	0.00049823	5848.0	47.0	-0.96	0.07	0.4425	-0.0768	0.2269	13.7348	4.2671	-2.4447	9.5879	-12.6889
292	292.0	0.25	0.0004979	11040.0	36.0	-0.98	0.13	0.4198	-0.0329	0.2469	13.8102	4.3362	-2.38	9.6606	-12.6311
293	293.0	0.2604	0.00049774	25449.0	86.0	-0.94	0.07	0.4079	-0.001	0.2329	13.8468	4.3698	-2.3486	9.6958	-12.603
294	294.0	0.2708	0.00049438	23418.0	56.0	-0.27	0.68	0.2411	0.5959	0.8144	14.6205	5.0791	-1.6849	10.4414	-12.009
295	295.0	0.2812	0.00049567	6098.0	29.0	-0.53	0.42	0.3586	0.2787	0.4736	14.3222	4.8056	-1.9408	10.1539	-12.238
296	296.0	0.2917	0.00049493	13913.0	75.0	-0.43	0.57	0.3249	0.4081	0.5426	14.4932	4.9623	-1.7942	10.3186	-12.1068
297	297.0	0.3021	0.00049362	142779.0	84.0	-0.23	0.84	0.2722	0.545	0.7161	14.797	5.2409	-0.5308	10.6114	-11.8735
298	298.0	0.3125	0.0004949	20700.0	47.0	-0.49	0.58	0.3859	0.2064	0.3828	14.5001	4.9687	-0.788	10.3253	-12.1014
299	299.0	0.3229	0.00049519	35730.0	63.0	-0.55	1.48	0.4102	0.0709	0.2756	14.433	4.9072	-0.8461	10.2607	-12.1529
300	300.0	0.3333	0.00049612	16712.0	54.0	-0.73	1.29	0.4864	-0.1615	0.0657	14.2185	4.7106	-1.032	10.054	-12.3176
301	301.0	0.3438	0.00049353	12031.0	44.0	-0.21	1.82	0.3426	0.2558	0.5352	14.8179	5.2601	-0.5126	10.6316	-11.8574
302	302.0	0.3542	0.0004954	15155.0	23.0	-0.59	1.43	0.4737	-0.0969	0.1225	14.3845	4.8627	-0.8882	10.214	-12.1901
303	303.0	0.3646	0.00049515	6938.0	25.0	-0.54	1.54	0.4594	-0.0596	0.1651	14.4423	4.9157	-0.8381	10.2696	-12.1458
304	304.0	0.375	0.00049542	13689.0	44.0	-0.59	1.49	0.4792	-0.1017	0.0658	14.3799	4.8585	-0.8922	10.2095	-12.1937
305	305.0	0.3854	0.000497	67494.0	72.0	-0.91	1.46	0.5833	-0.3343	-0.2659	14.0163	4.5252	-1.2072	9.8592	-12.4728
306	306.0	0.3958	0.00049481	20657.0	56.0	-0.47	1.91	0.4408	0.1046	0.1295	14.5209	4.9878	-0.77	10.3454	-12.0854
307	307.0	0.4062	0.00049478	18031.0	31.0	-0.15	1.91	0.4391	0.1003	0.0935	14.5279	4.9941	-0.764	10.3521	-12.0801
308	308.0	0.4167	0.00049429	56497.0	132.0	-0.01	2.01	0.4088	0.1533	0.1462	14.6414	5.0982	-0.6656	10.4615	-11.993
309	309.0	0.4271	0.00050132	28693.0	46.0	-0.66	0.58	0.7257	-1.057	-1.1659	13.0338	3.6244	-2.0586	8.9125	-13.2271
310	310.0	0.4375	0.00050018	17511.0	47.0	-0.44	0.81	0.6588	-0.712	-0.8805	13.2914	3.8606	-1.8353	9.1607	-13.0293
311	311.0	0.4479	0.00049954	75961.0	57.0	-0.24	0.94	0.6214	-0.4749	-0.692	13.4366	3.9937	-1.7096	9.3006	-12.9179
312	312.0	0.4583	0.00050113	104956.0	89.0	-0.79	0.62	0.675	-0.6483	-0.9071	13.0766	3.6637	-2.0214	8.9538	-13.1942
313	313.0	0.4688	0.00050092	49230.0	63.0	-0.8	0.66	0.6606	-0.5088	-0.7855	13.1241	3.7072	-1.9804	8.9994	-13.1578
314	314.0	0.4792	0.00050124	72434.0	94.0	-1.02	0.6	0.673	-0.412	-0.7684	13.0518	3.641	-2.0429	8.9299	-13.2132
315	315.0	0.4896	0.000502	10467.0	26.0	-1.4	0.4	0.703	-0.383	-0.8405	12.8807	3.4841	-2.1912	8.7649	-13.3446
316	316.0	0.5	0.00050203	30591.0	54.0	-1.41	0.39	0.7043	-0.1962	-0.7336	12.8739	3.4779	-2.1971	8.7584	-13.3498
317	317.0	0.5104	0.00050155	20806.0	57.0	-1.31	0.0	0.6529	-0.095	-0.5568	12.982	3.5769	-2.1035	8.8625	-13.2669
318	318.0	0.5208	0.0005	19363.0	33.0	-1.01	0.21	0.5121	0.2103	-0.1839	13.3322	3.898	-1.8	9.2	-12.998
319	319.0	0.5312	0.00050084	39240.0	55.0	-1.17	0.22	0.5706	0.0746	-0.2791	13.1421	3.7237	-1.9647	9.0169	-13.1439
320	320.0	0.5417	0.00050023	21226.0	61.0	-1.05	0.46	0.518	0.1742	-0.1145	13.2801	3.8502	-1.8452	9.1498	-13.038
321	321.0	0.5521	0.00049884	15339.0	72.0	-0.78	0.74	0.416	0.4012	0.2177	13.5957	4.1396	-1.5716	9.4539	-12.7957
322	322.0	0.5625	0.00049868	12620.0	36.0	-0.74	0.78	0.4052	0.3692	0.302	13.6322	4.173	-1.5401	9.4891	-12.7677
323	323.0	0.5729	0.0004966	26495.0	61.0	-0.33	1.2	0.2914	0.6537	0.7531	14.1081	4.6093	-1.1277	9.9476	-12.4023
324	324.0	0.5833	0.00049898	21404.0	62.0	-0.99	0.72	0.4847	0.0972	0.2413	13.5639	4.1104	-1.5993	9.4232	-12.8202
325	325.0	0.5938	0.00049869	100021.0	80.0	-0.93	0.77	0.4666	0.0837	0.2797	13.6299	4.1709	-1.542	9.4869	-12.7695
326	326.0	0.6042	0.00049969	6896.0	23.0	-1.13	0.57	0.5362	-0.1243	0.081	13.4025	3.9625	-1.7391	9.2677	-12.944
327	327.0	0.6146	0.00049972	17803.0	35.0	-1.53	0.57	0.5383	-0.1583	0.0562	13.3957	3.9562	-1.745	9.2612	-12.9493
328	328.0	0.625	0.0005001	21846.0	51.0	-1.61	0.49	0.5674	-0.2375	-0.0308	13.3095	3.8772	-1.8196	9.1782	-13.0154
329	329.0	0.6354	0.00050045	6718.0	37.0	-1.68	0.42	0.5949	-0.267	-0.1112	13.2303	3.8046	-1.6225	9.1018	-13.0762
330	330.0	0.6458	0.00050251	109247.0	81.0	-2.08	0.0	0.7177	-0.5806	-0.514	12.7661	3.379	-2.0258	8.6546	-13.4326
331	331.0	0.6562	0.00050042	15816.0	31.0	-1.67	0.39	0.5281	-0.0699	-0.1199	13.2371	3.8108	-1.6166	9.1083	-13.071
332	332.0	0.6667	0.00050033	27342.0	65.0	-1.65	1.02	0.5212	-0.0182	-0.1182	13.2575	3.8295	-1.5989	9.128	-13.0554
333	333.0	0.6771	0.00049999	25376.0	112.0	-1.59	1.09	0.4928	0.0823	-0.0504	13.3345	3.9001	-1.586	9.2022	-12.9963
334	334.0	0.6875	0.0004971	23222.0	69.0	-1.01	1.67	0.3197	0.599	0.4805	13.9934	4.5041	-1.0139	9.8371	-12.4904
335	335.0	0.6979	0.00049709	14581.0	43.0	-1.01	1.68	0.3193	0.5349	0.4404	13.9957	4.5062	-1.0119	9.8393	-12.4887
336	336.0	0.7083	0.00049626	53318.0	261.0	-0.85	1.86	0.2808	0.6063	0.5738	14.1863	4.681	-0.8463	10.023	-12.3423
337	337.0	0.7188	0.00049443	26299.0	79.0	-0.31	2.24	0.2143	0.8265	0.8887	14.6089	5.0685	-0.4793	10.4302	-12.0179
338	338.0	0.7292	0.0004963	99507.0	164.0	-0.71	1.85	0.3872	0.2901	0.5045	14.1771	4.6726	-0.8543	10.0141	-12.3494
339	339.0	0.7396	0.00050026	40281.0	66.0	-1.85	1.05	0.6031	-0.5077	-0.274	13.2733	3.844	-1.6391	9.1432	-13.0432
340	340.0	0.75	0.00049995	23933.0	68.0	-1.79	1.11	0.5843	-0.4555	-0.1954	13.3435	3.9084	-1.5782	9.2109	-12.9893
341	341.0	0.7604	0.00050028	78407.0	184.0	-1.99	1.04	0.5998	-0.514	-0.2533	13.2688	3.8398	-1.6431	9.1389	-13.0467
342	342.0	0.7708	0.00050006	17756.0	59.0	-2.01	1.09	0.5829	-0.3962	-0.2049	13.3186	3.8855	-1.5998	9.1869	-13.0084
343	343.0	0.7812	0.00049943	32174.0	81.0	-1.89	1.22	0.5327	-0.212	-0.088	13.4615	4.0166	-1.4757	9.3246	-12.8987
344	344.0	0.7917	0.00050094	19837.0	79.0	-2.7	0.91	0.6233	-0.396	-0.3826	13.1195	3.703	-1.7727	8.9951	-13.1613
345	345.0	0.8021	0.00050194	50738.0	146.0	-2.96	0.71	0.6724	-0.4074	-0.5886	12.8942	2.2114	-2.3788	8.7779	-13.3343
346	346.0	0.8125	0.00050478	207749.0	289.0	-3.6	0.11	0.7712	-0.7578	-1.0904	12.259	1.6364	-2.928	8.1659	-13.8219
347	347.0	0.8229	0.0004955	83701.0	173.0	-1.79	0.24	0.3588	0.9808	0.6971	14.3615	3.5399	-1.11	10.1917	-12.2079
348	348.0	0.8333	0.00049534	75643.0	217.0	-1.76	0.28	0.355	0.8971	0.667	14.3984	3.5733	-1.078	10.2273	-12.1795
349	349.0	0.8438	0.00049251	78104.0	105.0	-1.2	0.3	0.291	1.2797	1.1833	15.0557	2.9157	-1.1959	10.8607	-11.6749
350	350.0	0.8542	0.00049372	51439.0	79.0	-1.44	0.03	0.3495	0.8709	0.8898	14.7738	2.6635	-1.4381	10.589	-11.8914
351	351.0	0.8646	0.00049358	170187.0	104.0	-1.41	0.0	0.3456	0.7514	0.8823	14.8063	2.6926	-1.4101	10.6204	-11.8664
352	352.0	0.875	0.00049133	45189.0	79.0	-0.96	0.42	0.2865	0.9683	1.3022	15.3321	3.1628	-0.9586	11.1269	-11.4628
353	353.0	0.8854	0.00049099	46158.0	168.0	-0.89	0.49	0.2781	0.7594	1.3002	15.4119	2.9553	-0.89	11.2039	-11.4015
354	354.0	0.8958	0.00048896	64009.0	95.0	-0.5	0.9	0.231	0.7733	1.5667	15.8911	3.3827	-0.4786	11.6656	-11.0336
355	355.0	0.9062	0.00048725	79432.0	125.0	-0.15	1.26	0.1981	0.9153	1.7494	16.2978	3.7455	-0.1293	12.0575	-10.7214
356	356.0	0.9167	0.00048856	42734.0	75.0	-0.42	0.99	0.2888	0.4713	1.3167	15.986	3.4673	-0.3971	11.757	-10.9608
357	357.0	0.9271	0.00048861	7438.0	42.0	-0.43	0.98	0.2923	0.3612	1.1501	15.9741	3.4567	-0.4318	11.7456	-10.9699
358	358.0	0.9375	0.00049052	38564.0	108.0	-1.57	0.58	0.4215	-0.1111	0.6351	15.5225	3.0539	-0.8195	11.3104	-11.3166
359	359.0	0.9479	0.00049076	31179.0	74.0	-1.62	0.53	0.4366	-0.2318	0.4476	15.466	3.0035	-0.868	11.256	-11.3599
360	360.0	0.9583	0.00049143	38053.0	102.0	-1.75	0.4	0.4807	-0.3653	0.1681	15.3086	2.8631	-1.0032	11.1043	-11.4808
361	361.0	0.9688	0.00049186	10728.0	61.0	-1.84	0.3	0.5094	-0.4303	-0.0946	15.2078	2.7731	-1.8379	11.0072	-11.5582
362	362.0	0.9792	0.00049213	34656.0	94.0	-1.89	0.04	0.5285	-0.4044	-0.1951	15.1446	2.7168	-1.8918	10.9463	-11.6067
